Orthogroup_ID	transcript_ID_native	Flybase
N0.HOG0000776	rna-NM_136248.4	FLYBASE:FBtr0081500,GeneID:35383,GenBank:NM_136248.4,FLYBASE:FBgn0032922
N0.HOG0000802	rna-NM_001299418.1	None
N0.HOG0000809	rna-NM_001298756.1	None
N0.HOG0000809	rna-NM_001038894.2	FLYBASE:FBtr0100006,GeneID:3885668,GenBank:NM_001038894.2,FLYBASE:FBgn0053965
N0.HOG0000809	rna-NM_142916.3	FLYBASE:FBtr0114504,GeneID:42797,GenBank:NM_142916.3,FLYBASE:FBgn0039106
N0.HOG0000809	rna-NM_142917.4	FLYBASE:FBtr0084445,GeneID:42798,GenBank:NM_142917.4,FLYBASE:FBgn0039107
N0.HOG0000809	rna-NM_136663.4	FLYBASE:FBtr0088531,GeneID:35993,GenBank:NM_136663.4,FLYBASE:FBgn0033434
N0.HOG0000809	rna-NM_165687.3	FLYBASE:FBtr0088534,GeneID:246549,GenBank:NM_165687.3,FLYBASE:FBgn0050339
N0.HOG0000809	rna-NM_136666.4	FLYBASE:FBtr0088502,GeneID:35996,GenBank:NM_136666.4,FLYBASE:FBgn0033437
N0.HOG0000809	rna-NM_001014558.3	FLYBASE:FBtr0091456,GeneID:3346239,GenBank:NM_001014558.3,FLYBASE:FBgn0053514
N0.HOG0000809	rna-NM_001038895.3	FLYBASE:FBtr0100007,GeneID:3885642,GenBank:NM_001038895.3,FLYBASE:FBgn0053966
N0.HOG0000813	rna-NM_143271.3	FLYBASE:FBtr0299564,GeneID:43257,GenBank:NM_143271.3,FLYBASE:FBgn0039479
N0.HOG0000817	rna-NM_079282.2	FLYBASE:FBtr0076382,GeneID:39118,GenBank:NM_079282.2,FLYBASE:FBgn0267348
N0.HOG0000821	rna-NM_001258558.1	None
N0.HOG0000839	rna-NM_169235.4	FLYBASE:FBtr0305337,GeneID:41033,GenBank:NM_169235.4,FLYBASE:FBgn0037612
N0.HOG0000850	rna-NM_166886.2	FLYBASE:FBtr0070295,GeneID:318221,GenBank:NM_166886.2,FLYBASE:FBgn0052808
N0.HOG0000850	rna-NM_141623.2	FLYBASE:FBtr0082058,GeneID:41110,GenBank:NM_141623.2,FLYBASE:FBgn0037677
N0.HOG0000850	rna-NM_141624.3	FLYBASE:FBtr0082057,GeneID:41111,GenBank:NM_141624.3,FLYBASE:FBgn0037678
N0.HOG0000880	rna-NM_138019.3	FLYBASE:FBtr0072204,GeneID:37820,GenBank:NM_138019.3,FLYBASE:FBgn0034948
N0.HOG0000890	rna-NM_169030.3	None
N0.HOG0000890	rna-NM_141933.2	FLYBASE:FBtr0082583,GeneID:41521,GenBank:NM_141933.2,FLYBASE:FBgn0038038
N0.HOG0000893	rna-NM_057859.4	None
N0.HOG0000898	rna-NM_001273082.1	FLYBASE:FBtr0334833,GeneID:319046,GenBank:NM_001273082.1,FLYBASE:FBgn0051957
N0.HOG0000914	rna-NM_001169899.2	None
N0.HOG0000934	rna-NM_001259909.2	FLYBASE:FBtr0304746,GeneID:40180,GenBank:NM_001259909.2,FLYBASE:FBgn0004852
N0.HOG0000943	rna-NM_142033.2	FLYBASE:FBtr0336956,GeneID:41654,GenBank:NM_142033.2,FLYBASE:FBgn0038153
N0.HOG0000948	rna-NM_137654.1	FLYBASE:FBtr0086229,GeneID:37334,GenBank:NM_137654.1,FLYBASE:FBgn0034532
N0.HOG0000950	rna-NM_001273103.1	FLYBASE:FBtr0332345,GeneID:318824,GenBank:NM_001273103.1,FLYBASE:FBgn0053196
N0.HOG0000952	rna-NM_134489.4	FLYBASE:FBtr0074742,GeneID:32964,GenBank:NM_134489.4,FLYBASE:FBgn0031045
N0.HOG0000968	rna-NM_137106.3	FLYBASE:FBtr0087562,GeneID:36590,GenBank:NM_137106.3,FLYBASE:FBgn0033921
N0.HOG0000987	rna-NM_169438.2	None
N0.HOG0000990	rna-NM_136834.2	FLYBASE:FBtr0088128,GeneID:36227,GenBank:NM_136834.2,FLYBASE:FBgn0033627
N0.HOG0000991	rna-NM_001103809.3	FLYBASE:FBtr0310323,GeneID:36268,GenBank:NM_001103809.3,FLYBASE:FBgn0033661
N0.HOG0000996	rna-NM_142632.3	None
N0.HOG0001000	rna-NM_001276095.1	FLYBASE:FBtr0330111,GeneID:43324,GenBank:NM_001276095.1,FLYBASE:FBgn0039536
N0.HOG0001005	rna-NM_001273952.1	None
N0.HOG0001021	rna-NM_136679.5	FLYBASE:FBtr0088478,GeneID:36014,GenBank:NM_136679.5,FLYBASE:FBgn0033451
N0.HOG0001025	rna-NM_141045.3	FLYBASE:FBtr0078339,GeneID:40357,GenBank:NM_141045.3,FLYBASE:FBgn0037071
N0.HOG0001025	rna-NM_141044.4	FLYBASE:FBtr0078407,GeneID:40356,GenBank:NM_141044.4,FLYBASE:FBgn0037070
N0.HOG0001031	rna-NM_001260086.3	FLYBASE:FBtr0306609,GeneID:41225,GenBank:NM_001260086.3,FLYBASE:FBgn0053208
N0.HOG0001049	rna-NM_079500.4	FLYBASE:FBtr0078893,GeneID:40579,GenBank:NM_079500.4,FLYBASE:FBgn0040466
N0.HOG0001053	rna-NM_132421.3	FLYBASE:FBtr0071497,GeneID:32000,GenBank:NM_132421.3,FLYBASE:FBgn0030228
N0.HOG0001063	rna-NM_001258552.1	FLYBASE:FBtr0309969,GeneID:31136,GenBank:NM_001258552.1,FLYBASE:FBgn0283741
N0.HOG0001064	rna-NM_001298528.1	None
N0.HOG0001067	rna-NM_206066.3	FLYBASE:FBtr0088501,GeneID:35997,GenBank:NM_206066.3,FLYBASE:FBgn0033438
N0.HOG0001079	rna-NM_058106.5	FLYBASE:FBtr0081001,GeneID:35053,GenBank:NM_058106.5,FLYBASE:FBgn0286781
N0.HOG0001103	rna-NM_136715.4	FLYBASE:FBtr0088332,GeneID:36068,GenBank:NM_136715.4,FLYBASE:FBgn0033491
N0.HOG0001103	rna-NM_142172.3	FLYBASE:FBtr0083139,GeneID:41831,GenBank:NM_142172.3,FLYBASE:FBgn0038301
N0.HOG0001112	rna-NM_139442.1	FLYBASE:FBtr0072911,GeneID:38281,GenBank:NM_139442.1,FLYBASE:FBgn0035316
N0.HOG0001118	rna-NM_167943.3	FLYBASE:FBtr0072880,GeneID:317966,GenBank:NM_167943.3,FLYBASE:FBgn0052304
N0.HOG0001118	rna-NM_133136.3	FLYBASE:FBtr0074672,GeneID:32912,GenBank:NM_133136.3,FLYBASE:FBgn0030999
N0.HOG0001120	rna-NM_143134.3	FLYBASE:FBtr0084847,GeneID:43072,GenBank:NM_143134.3,FLYBASE:FBgn0261575
N0.HOG0001137	rna-NM_137714.4	FLYBASE:FBtr0071575,GeneID:37412,GenBank:NM_137714.4,FLYBASE:FBgn0034599
N0.HOG0001171	rna-NM_142023.4	FLYBASE:FBtr0082749,GeneID:41642,GenBank:NM_142023.4,FLYBASE:FBgn0038142
N0.HOG0001189	rna-NM_137112.2	FLYBASE:FBtr0087547,GeneID:36597,GenBank:NM_137112.2,FLYBASE:FBgn0033928
N0.HOG0001189	rna-NM_137111.3	FLYBASE:FBtr0087560,GeneID:36595,GenBank:NM_137111.3,FLYBASE:FBgn0033926
N0.HOG0001226	rna-NM_135080.3	FLYBASE:FBtr0079077,GeneID:33766,GenBank:NM_135080.3,FLYBASE:FBgn0031703
N0.HOG0001256	rna-NM_136154.2	FLYBASE:FBtr0081324,GeneID:35262,GenBank:NM_136154.2,FLYBASE:FBgn0032817
N0.HOG0001263	rna-NM_164605.3	FLYBASE:FBtr0079051,GeneID:46066,GenBank:NM_164605.3,FLYBASE:FBgn0010607
N0.HOG0001264	rna-NM_137360.2	FLYBASE:FBtr0086964,GeneID:36948,GenBank:NM_137360.2,FLYBASE:FBgn0034210
N0.HOG0001290	rna-NM_001038870.2	FLYBASE:FBtr0100053,GeneID:3885594,GenBank:NM_001038870.2,FLYBASE:FBgn0053998
N0.HOG0001295	rna-NM_001273755.1	FLYBASE:FBtr0333743,GeneID:35442,GenBank:NM_001273755.1,FLYBASE:FBgn0261802
N0.HOG0001326	rna-NM_139526.4	FLYBASE:FBtr0073109,GeneID:38388,GenBank:NM_139526.4,FLYBASE:FBgn0035414
N0.HOG0001378	rna-NM_136827.4	FLYBASE:FBtr0088119,GeneID:36210,GenBank:NM_136827.4,FLYBASE:FBgn0033616
N0.HOG0001437	rna-NM_001275549.1	FLYBASE:FBtr0335448,GeneID:41399,GenBank:NM_001275549.1,FLYBASE:FBgn0037926
N0.HOG0001461	rna-NM_001274411.1	FLYBASE:FBtr0333632,GeneID:38337,GenBank:NM_001274411.1,FLYBASE:FBgn0264606
N0.HOG0001530	rna-NM_001104230.3	FLYBASE:FBtr0300016,GeneID:40874,GenBank:NM_001104230.3,FLYBASE:FBgn0011282
N0.HOG0001569	rna-NM_001275947.1	FLYBASE:FBtr0332427,GeneID:42778,GenBank:NM_001275947.1,FLYBASE:FBgn0039089
N0.HOG0001570	rna-NM_001202298.3	FLYBASE:FBtr0304826,GeneID:41880,GenBank:NM_001202298.3,FLYBASE:FBgn0262483
N0.HOG0001661	rna-NM_001298329.1	FLYBASE:FBtr0346087,GeneID:32429,GenBank:NM_001298329.1,FLYBASE:FBgn0030600
N0.HOG0001676	rna-NM_141986.4	FLYBASE:FBtr0300278,GeneID:41590,GenBank:NM_141986.4,FLYBASE:FBgn0038099
N0.HOG0001693	rna-NM_141631.3	FLYBASE:FBtr0082029,GeneID:41121,GenBank:NM_141631.3,FLYBASE:FBgn0037687
N0.HOG0001712	rna-NM_001273899.2	FLYBASE:FBtr0310032,GeneID:35979,GenBank:NM_001273899.2,FLYBASE:FBgn0033421
N0.HOG0001718	rna-NM_001299871.1	FLYBASE:FBtr0343289,GeneID:37817,GenBank:NM_001299871.1,FLYBASE:FBgn0034945
N0.HOG0001756	rna-NM_135651.3	FLYBASE:FBtr0080200,GeneID:34551,GenBank:NM_135651.3,FLYBASE:FBgn0032348
N0.HOG0001761	rna-NM_140203.1	FLYBASE:FBtr0076181,GeneID:39274,GenBank:NM_140203.1,FLYBASE:FBgn0036155
N0.HOG0001816	rna-NM_132844.3	FLYBASE:FBtr0074193,GeneID:32525,GenBank:NM_132844.3,FLYBASE:FBgn0030688
N0.HOG0001864	rna-NM_143624.3	FLYBASE:FBtr0085824,GeneID:43730,GenBank:NM_143624.3,FLYBASE:FBgn0039863
N0.HOG0001971	rna-NM_001170006.2	FLYBASE:FBtr0302047,GeneID:40171,GenBank:NM_001170006.2,FLYBASE:FBgn0014037
N0.HOG0002028	rna-NM_137655.3	FLYBASE:FBtr0086252,GeneID:37335,GenBank:NM_137655.3,FLYBASE:FBgn0250850
N0.HOG0002042	rna-NM_168482.3	FLYBASE:FBtr0076077,GeneID:317849,GenBank:NM_168482.3,FLYBASE:FBgn0052095
N0.HOG0002044	rna-NM_001272883.2	None
N0.HOG0002124	rna-NM_139877.1	FLYBASE:FBtr0076829,GeneID:38847,GenBank:NM_139877.1,FLYBASE:FBgn0035795
N0.HOG0002188	rna-NM_057701.4	FLYBASE:FBtr0071816,GeneID:37549,GenBank:NM_057701.4,FLYBASE:FBgn0013272
N0.HOG0002192	rna-NM_001273543.1	FLYBASE:FBtr0331282,GeneID:48785,GenBank:NM_001273543.1,FLYBASE:FBgn0001990
N0.HOG0002231	rna-NM_136686.5	FLYBASE:FBtr0088378,GeneID:36024,GenBank:NM_136686.5,FLYBASE:FBgn0033459
N0.HOG0002507	rna-NM_165131.3	None
N0.HOG0002535	rna-NM_167840.3	FLYBASE:FBtr0072604,GeneID:38088,GenBank:NM_167840.3,FLYBASE:FBgn0025676
N0.HOG0002535	rna-NM_001274292.1	FLYBASE:FBtr0479827,GeneID:38089,GenBank:NM_001274292.1,FLYBASE:FBgn0035159
N0.HOG0002931	rna-NM_139546.3	FLYBASE:FBtr0073062,GeneID:38409,GenBank:NM_139546.3,FLYBASE:FBgn0035434
N0.HOG0002931	rna-NM_168028.2	FLYBASE:FBtr0073080,GeneID:38416,GenBank:NM_168028.2,FLYBASE:FBgn0052268
N0.HOG0003698	rna-NM_136784.4	FLYBASE:FBtr0088236,GeneID:36158,GenBank:NM_136784.4,FLYBASE:FBgn0033569
N0.HOG0006699	rna-NM_136442.5	None
N0.HOG0008340	rna-NM_001103675.2	FLYBASE:FBtr0113317,GeneID:53516,GenBank:NM_001103675.2,FLYBASE:FBgn0040096
N0.HOG0008808	rna-NM_001260288.1	FLYBASE:FBtr0309177,GeneID:12798498,GenBank:NM_001260288.1,FLYBASE:FBgn0263400
N0.HOG0010257	rna-NM_079023.5	FLYBASE:FBtr0087441,GeneID:36645,GenBank:NM_079023.5,FLYBASE:FBgn0015602
N0.HOG0010803	rna-NM_001274779.1	FLYBASE:FBtr0333389,GeneID:39271,GenBank:NM_001274779.1,FLYBASE:FBgn0036152
N0.HOG0011322	rna-NM_139378.2	FLYBASE:FBtr0072822,GeneID:38195,GenBank:NM_139378.2,FLYBASE:FBgn0035246
N0.HOG0012810	rna-NM_142188.3	FLYBASE:FBtr0083123,GeneID:41855,GenBank:NM_142188.3,FLYBASE:FBgn0038316
N0.HOG0012837	rna-NM_001298474.1	None
N0.HOG0013510	rna-NM_141770.3	FLYBASE:FBtr0082287,GeneID:41306,GenBank:NM_141770.3,FLYBASE:FBgn0037844
